name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,7356.468017365926,6.905913591384888,10,25,0.2,0.01,3,54
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,7135.763604400161,12.83983325958252,10,25,0.2,0.01,3,54
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,7011.182373853375,8.269240856170654,10,25,0.2,0.01,3,54
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,7121.792741039357,7.739774465560913,10,25,0.2,0.01,3,54
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,7152.218884509488,14.26222825050354,10,25,0.2,0.01,3,54
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,6955.1681067929185,10.62117075920105,10,25,0.2,0.01,3,54
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,4892.065239738288,60.034794330596924,10,25,0.2,0.01,3,54
AVERAGE_FOR_ALGORITHMS,6803.522709671359,17.238993644714355,10,25,0.2,0.01,3,54
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,6961.773082414312,12.827657222747803,10,25,0.2,0.1,3,54
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,6905.35669419395,11.422441959381104,10,25,0.2,0.1,3,54
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,7145.4855675890285,9.278178453445435,10,25,0.2,0.1,3,54
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,7029.266836540611,7.740292549133301,10,25,0.2,0.1,3,54
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,6934.811998826779,7.419179916381836,10,25,0.2,0.1,3,54
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,7193.449145040986,7.812072277069092,10,25,0.2,0.1,3,54
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,5245.88506741265,59.684337854385376,10,25,0.2,0.1,3,54
AVERAGE_FOR_ALGORITHMS,6773.718341716902,16.597737176077707,10,25,0.2,0.1,3,54
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,6908.073200135959,11.999896764755249,10,25,0.2,0.25,3,54
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,6877.264308194506,14.792426109313965,10,25,0.2,0.25,3,54
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,7010.979339954839,11.465327024459839,10,25,0.2,0.25,3,54
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,6949.988293473245,10.74229121208191,10,25,0.2,0.25,3,54
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,7224.225930622684,6.610103607177734,10,25,0.2,0.25,3,54
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,7190.618810438138,8.993938446044922,10,25,0.2,0.25,3,54
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,5041.5697233421415,59.661388874053955,10,25,0.2,0.25,3,54
AVERAGE_FOR_ALGORITHMS,6743.245658023073,17.75219600541251,10,25,0.2,0.25,3,54
