name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,9493.101644385713,11.509904623031616,10,25,0.2,0.01,13,17
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,9051.08742917756,11.49910020828247,10,25,0.2,0.01,13,17
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,9296.791234451674,8.867058277130127,10,25,0.2,0.01,13,17
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,9356.105432361872,9.26381802558899,10,25,0.2,0.01,13,17
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,9411.81205803332,11.046706914901733,10,25,0.2,0.01,13,17
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9425.03068916976,9.71802568435669,10,25,0.2,0.01,13,17
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,8226.239847657493,65.45239996910095,10,25,0.2,0.01,13,17
AVERAGE_FOR_ALGORITHMS,9180.024047891056,18.193859100341797,10,25,0.2,0.01,13,17
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,9279.41492397091,11.756433486938477,10,25,0.2,0.1,13,17
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,9599.303728092296,10.871784448623657,10,25,0.2,0.1,13,17
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,9384.40449245254,12.47226095199585,10,25,0.2,0.1,13,17
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,9337.077262845038,13.05662727355957,10,25,0.2,0.1,13,17
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,9399.736922411637,9.739813566207886,10,25,0.2,0.1,13,17
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9337.190413234128,9.711862325668335,10,25,0.2,0.1,13,17
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9041.055079337968,69.25956511497498,10,25,0.2,0.1,13,17
AVERAGE_FOR_ALGORITHMS,9339.740403192074,19.552621023995535,10,25,0.2,0.1,13,17
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,9472.42905403683,10.451116561889648,10,25,0.2,0.25,13,17
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,9413.191177218347,9.743961334228516,10,25,0.2,0.25,13,17
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,9454.042731617319,9.146528720855713,10,25,0.2,0.25,13,17
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,9152.342552320208,11.38152265548706,10,25,0.2,0.25,13,17
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,9371.178036654741,11.717655181884766,10,25,0.2,0.25,13,17
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9468.353633046578,11.30777621269226,10,25,0.2,0.25,13,17
