name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,642.0112024969908,0.04388236999511719,5,10,0.2,0.01,2,7
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,788.3403190768734,0.04490828514099121,5,10,0.2,0.01,2,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,713.6499058296341,0.040892601013183594,5,10,0.2,0.01,2,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,710.8584115421884,0.04385828971862793,5,10,0.2,0.01,2,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,836.6987203757731,0.042093515396118164,5,10,0.2,0.01,2,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,734.7338573621871,0.042908668518066406,5,10,0.2,0.01,2,7
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,795.3005705463498,0.2673182487487793,5,10,0.2,0.01,2,7
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,621.2679489020494,0.04188895225524902,5,10,0.2,0.1,2,7
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,715.4378152322254,0.041852474212646484,5,10,0.2,0.1,2,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,814.6722356303164,0.04390978813171387,5,10,0.2,0.1,2,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,780.200925695857,0.04088330268859863,5,10,0.2,0.1,2,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,603.0038997924737,0.04288506507873535,5,10,0.2,0.1,2,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,601.5192961685123,0.04086184501647949,5,10,0.2,0.1,2,7
