name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,1991.064423059298,2.3050355911254883,10,25,0.2,0.01,4,11
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,1780.706500347843,3.0117263793945312,10,25,0.2,0.01,4,11
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,1965.3983126088926,2.3841161727905273,10,25,0.2,0.01,4,11
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,1780.4938287241632,2.953892946243286,10,25,0.2,0.01,4,11
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,1830.0080719677048,2.9571914672851562,10,25,0.2,0.01,4,11
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1725.6062702916674,3.3313164710998535,10,25,0.2,0.01,4,11
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1792.161599221765,16.052731037139893,10,25,0.2,0.01,4,11
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,1607.359626608412,3.2442758083343506,10,25,0.2,0.1,4,11
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,1654.5834389432284,3.2019340991973877,10,25,0.2,0.1,4,11
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,1753.3634514589621,3.1699717044830322,10,25,0.2,0.1,4,11
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,1821.8784186700452,2.320631265640259,10,25,0.2,0.1,4,11
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,1832.6203061936903,3.146820545196533,10,25,0.2,0.1,4,11
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1787.033078646798,2.2054784297943115,10,25,0.2,0.1,4,11
