name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,2742.8147534689288,6.472082138061523,10,25,0.2,0.01,1,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,2764.375768355986,4.9542458057403564,10,25,0.2,0.01,1,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,2737.3785594288015,4.2298994064331055,10,25,0.2,0.01,1,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,2751.092241593844,2.733926296234131,10,25,0.2,0.01,1,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,2844.7657330752263,1.8022136688232422,10,25,0.2,0.01,1,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,2759.574531875056,4.144646644592285,10,25,0.2,0.01,1,62
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1949.0173911653367,18.72887659072876,10,25,0.2,0.01,1,62
AVERAGE_FOR_ALGORITHMS,2649.8598541375973,6.152270078659058,10,25,0.2,0.01,1,62
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,2844.2315034812214,3.606323719024658,10,25,0.2,0.1,1,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,2696.8538281956585,3.1465539932250977,10,25,0.2,0.1,1,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,2661.2601363377516,2.269899368286133,10,25,0.2,0.1,1,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,2572.8004632478965,3.0827808380126953,10,25,0.2,0.1,1,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,2715.9984454849773,6.825711488723755,10,25,0.2,0.1,1,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,2697.6993679140223,3.8506972789764404,10,25,0.2,0.1,1,62
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1974.942485175602,21.367835521697998,10,25,0.2,0.1,1,62
AVERAGE_FOR_ALGORITHMS,2594.826604262447,6.307114601135254,10,25,0.2,0.1,1,62
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,2847.6139483955844,3.155585765838623,10,25,0.2,0.25,1,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,2702.922361500244,3.350038528442383,10,25,0.2,0.25,1,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,2710.336556343632,2.0365805625915527,10,25,0.2,0.25,1,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,2583.196452133073,6.630267381668091,10,25,0.2,0.25,1,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,2720.2776572873845,4.574789524078369,10,25,0.2,0.25,1,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,2673.807696378749,2.396587371826172,10,25,0.2,0.25,1,62
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1514.4217329915136,32.5219943523407,10,25,0.2,0.25,1,62
AVERAGE_FOR_ALGORITHMS,2536.08234357574,7.809406212397984,10,25,0.2,0.25,1,62
