name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,4380.352672489491,5.644898176193237,10,25,0.2,0.01,5,22
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,4393.948665204198,6.82277512550354,10,25,0.2,0.01,5,22
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,4321.3874911048015,5.332705020904541,10,25,0.2,0.01,5,22
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,4432.10112338322,5.471363067626953,10,25,0.2,0.01,5,22
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,4143.325156127536,8.898194551467896,10,25,0.2,0.01,5,22
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,4244.9720593355405,6.299147844314575,10,25,0.2,0.01,5,22
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,4130.7468447363,38.213767290115356,10,25,0.2,0.01,5,22
AVERAGE_FOR_ALGORITHMS,4292.404858911584,10.954693010875157,10,25,0.2,0.01,5,22
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,4084.045541799557,5.57807731628418,10,25,0.2,0.1,5,22
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,4430.7048176844355,5.891239166259766,10,25,0.2,0.1,5,22
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,4227.617349732687,7.811088800430298,10,25,0.2,0.1,5,22
