name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,1376.8923125007136,0.0937800407409668,5,10,0.2,0.01,4,7
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,1424.8031892835427,0.0857706069946289,5,10,0.2,0.01,4,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,1601.916438091382,0.08577108383178711,5,10,0.2,0.01,4,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,1345.8301678612243,0.08377623558044434,5,10,0.2,0.01,4,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,1390.5577628296462,0.0857701301574707,5,10,0.2,0.01,4,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1455.2077724387143,0.0857691764831543,5,10,0.2,0.01,4,7
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1369.2276384237377,0.5516188144683838,5,10,0.2,0.01,4,7
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,1448.5791342474467,0.08182477951049805,5,10,0.2,0.1,4,7
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,1492.6196555700444,0.08377575874328613,5,10,0.2,0.1,4,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,1475.0598959108243,0.08374643325805664,5,10,0.2,0.1,4,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,1424.2721127068035,0.08477306365966797,5,10,0.2,0.1,4,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,1369.5376352702021,0.08775734901428223,5,10,0.2,0.1,4,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1454.440631133477,0.0847771167755127,5,10,0.2,0.1,4,7
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1423.101191586456,0.5561180114746094,5,10,0.2,0.1,4,7
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,1526.789353020471,0.09488797187805176,5,10,0.2,0.25,4,7
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,1337.8126761546705,0.09589838981628418,5,10,0.2,0.25,4,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,1482.8236417824564,0.09575390815734863,5,10,0.2,0.25,4,7
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,1563.7756060656675,0.10369563102722168,5,10,0.2,0.25,4,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,1418.1160246282693,0.11067605018615723,5,10,0.2,0.25,4,7
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,1451.2471464091213,0.10075950622558594,5,10,0.2,0.25,4,7
