name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,13853.006367096239,14.079920291900635,10,25,0.2,0.01,16,20
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,14014.517843451516,16.23004412651062,10,25,0.2,0.01,16,20
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,13694.344861401962,15.339835405349731,10,25,0.2,0.01,16,20
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,13770.615605702793,17.306573152542114,10,25,0.2,0.01,16,20
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,13871.356157781907,15.616884469985962,10,25,0.2,0.01,16,20
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,13535.502466380658,14.662353754043579,10,25,0.2,0.01,16,20
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,12488.462069298164,93.24962115287781,10,25,0.2,0.01,16,20
AVERAGE_FOR_ALGORITHMS,13603.972195873319,26.640747479030065,10,25,0.2,0.01,16,20
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,13574.397409337147,15.999216079711914,10,25,0.2,0.1,16,20
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,13798.940331099035,16.79450035095215,10,25,0.2,0.1,16,20
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,13838.490647408556,14.97893214225769,10,25,0.2,0.1,16,20
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,13687.53499841796,17.07095241546631,10,25,0.2,0.1,16,20
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,13754.786894988218,14.604354858398438,10,25,0.2,0.1,16,20
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,13664.625167521697,16.078378677368164,10,25,0.2,0.1,16,20
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,12153.911171602384,99.45829391479492,10,25,0.2,0.1,16,20
AVERAGE_FOR_ALGORITHMS,13496.098088625,27.85494691984994,10,25,0.2,0.1,16,20
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,13497.158994677413,15.820684909820557,10,25,0.2,0.25,16,20
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,13608.996415834548,16.82997488975525,10,25,0.2,0.25,16,20
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,13571.62620647809,14.337641954421997,10,25,0.2,0.25,16,20
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,13988.748313500306,14.046421766281128,10,25,0.2,0.25,16,20
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,13701.690346449985,15.808710098266602,10,25,0.2,0.25,16,20
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,13447.833832980177,18.615196228027344,10,25,0.2,0.25,16,20
