name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,381.0531284789956,0.06603670120239258,5,10,0.2,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,376.35421994876515,0.04818868637084961,5,10,0.2,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,364.0086186166988,0.04687309265136719,5,10,0.2,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,377.2458216409573,0.04587745666503906,5,10,0.2,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,359.829603746279,0.0498661994934082,5,10,0.2,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,377.1125245105609,0.046903371810913086,5,10,0.2,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,346.98760139889737,0.04590106010437012,5,10,0.2,0.1,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,360.10680606609696,0.04943275451660156,5,10,0.2,0.1,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,350.2913046906132,0.046874046325683594,5,10,0.2,0.1,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,332.74773623857186,0.04687380790710449,5,10,0.2,0.1,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,331.75141016807737,0.04693460464477539,5,10,0.2,0.1,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,399.7240725294183,0.047872066497802734,5,10,0.2,0.1,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,384.8504863775723,0.048882484436035156,5,10,0.2,0.25,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,378.686009474389,0.053835391998291016,5,10,0.2,0.25,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,353.69476997716265,0.05488109588623047,5,10,0.2,0.25,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,350.3842797577694,0.05283021926879883,5,10,0.2,0.25,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,361.2851100225185,0.04989457130432129,5,10,0.2,0.25,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,352.97385443590235,0.054880619049072266,5,10,0.2,0.25,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,376.09436411999025,0.054253339767456055,5,10,0.2,0.5,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,371.42184608671823,0.05585050582885742,5,10,0.2,0.5,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,379.89608794111984,0.05585050582885742,5,10,0.2,0.5,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,397.5688803123566,0.06086421012878418,5,10,0.2,0.5,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,405.82078118708466,0.0578455924987793,5,10,0.2,0.5,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,388.7711408665322,0.0558779239654541,5,10,0.2,0.5,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,340.0435402424814,0.10724520683288574,5,10,0.4,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,335.38192376552485,0.16348624229431152,5,10,0.4,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,343.693179352141,0.12868618965148926,5,10,0.4,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,343.6464960787823,0.15900874137878418,5,10,0.4,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,336.389263307978,0.1300814151763916,5,10,0.4,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,343.11728962545465,0.1294412612915039,5,10,0.4,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,403.28345408861503,0.04587697982788086,5,10,0.2,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,367.8926292705155,0.06382870674133301,5,10,0.2,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,367.35033892069055,0.05483555793762207,5,10,0.2,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,344.6895054226354,0.0498654842376709,5,10,0.2,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,375.9698767166249,0.05186033248901367,5,10,0.2,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,352.0410940976084,0.05983924865722656,5,10,0.2,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,350.24462141725445,0.04488015174865723,5,10,0.2,0.1,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,352.58746566207014,0.04587697982788086,5,10,0.2,0.1,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,354.7258728566717,0.04950547218322754,5,10,0.2,0.1,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,348.4014791024563,0.060822248458862305,5,10,0.2,0.1,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,374.3174152245471,0.05086350440979004,5,10,0.2,0.1,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,331.70472689471865,0.04986572265625,5,10,0.2,0.1,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,352.97385443590235,0.053395748138427734,5,10,0.2,0.25,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,364.30611353801146,0.05285811424255371,5,10,0.2,0.25,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,368.8964730048751,0.049894094467163086,5,10,0.2,0.25,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,348.3437823571389,0.05538225173950195,5,10,0.2,0.25,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,354.70210951961576,0.05186033248901367,5,10,0.2,0.25,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,351.7378537341634,0.0558466911315918,5,10,0.2,0.25,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,371.94151729429234,0.054116010665893555,5,10,0.2,0.5,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,376.70603556371987,0.057285308837890625,5,10,0.2,0.5,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,407.14367182804244,0.055850982666015625,5,10,0.2,0.5,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,383.85065791825195,0.05681967735290527,5,10,0.2,0.5,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,363.5747995086691,0.05392336845397949,5,10,0.2,0.5,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,357.37480224669275,0.056847333908081055,5,10,0.2,0.5,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,323.3697079710466,0.14461207389831543,5,10,0.4,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,348.35479582909755,0.12366819381713867,5,10,0.4,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,320.79321718941094,0.09377598762512207,5,10,0.4,0.01,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,328.10177105841774,0.1067192554473877,5,10,0.4,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,356.75941796243114,0.12070679664611816,5,10,0.4,0.01,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,336.43594658133674,0.118682861328125,5,10,0.4,0.01,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,346.9475923886506,0.148604154586792,5,10,0.4,0.1,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,331.72764683102145,0.09624862670898438,5,10,0.4,0.1,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,348.4014791024563,0.11469793319702148,5,10,0.4,0.1,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,319.7391943735991,0.10374927520751953,5,10,0.4,0.1,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,330.6269407418509,0.1167147159576416,5,10,0.4,0.1,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,320.79321718941094,0.13625597953796387,5,10,0.4,0.1,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,354.2141403906848,0.11915802955627441,5,10,0.4,0.25,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,344.7472021679529,0.12842893600463867,5,10,0.4,0.25,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,370.94626378382543,0.11620807647705078,5,10,0.4,0.25,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,363.08381171664655,0.14265942573547363,5,10,0.4,0.25,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,336.45970991839266,0.11964941024780273,5,10,0.4,0.25,3,4
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,344.7472021679529,0.16458916664123535,5,10,0.4,0.25,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,332.78166964683334,0.13268041610717773,5,10,0.4,0.5,3,4
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,331.7514101680774,0.12463784217834473,5,10,0.4,0.5,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,347.0872507291656,0.1296534538269043,5,10,0.4,0.5,3,4
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,344.70051889459415,0.14860296249389648,5,10,0.4,0.5,3,4
