name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,320.5435508779969,0.018949270248413086,5,10,0.2,0.01,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,261.6583774518796,0.018981218338012695,5,10,0.2,0.01,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,237.8430986193897,0.02037954330444336,5,10,0.2,0.01,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,302.869662530167,0.017978906631469727,5,10,0.2,0.01,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,195.29407110689056,0.016956806182861328,5,10,0.2,0.01,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,159.1828224537854,0.017924785614013672,5,10,0.2,0.01,1,5
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,240.77439478931143,0.1161947250366211,5,10,0.2,0.01,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,300.062540502812,0.017956018447875977,5,10,0.2,0.1,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,288.8497818285374,0.018970727920532227,5,10,0.2,0.1,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,237.6873829261463,0.018976926803588867,5,10,0.2,0.1,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,305.0549540734256,0.01894831657409668,5,10,0.2,0.1,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,332.1248931574574,0.01797962188720703,5,10,0.2,0.1,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,350.95350160158927,0.018915414810180664,5,10,0.2,0.1,1,5
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,288.99898236508017,0.11571407318115234,5,10,0.2,0.1,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,345.2387888934142,0.019949913024902344,5,10,0.2,0.25,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,254.21882279253734,0.0199739933013916,5,10,0.2,0.25,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,217.7338100377485,0.020968198776245117,5,10,0.2,0.25,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,281.60714018252304,0.020943641662597656,5,10,0.2,0.25,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,304.65551264535264,0.018976211547851562,5,10,0.2,0.25,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,198.56524122202768,0.018948078155517578,5,10,0.2,0.25,1,5
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,210.6430648823199,0.13121891021728516,5,10,0.2,0.25,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,266.8299619697427,0.023936033248901367,5,10,0.2,0.5,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,289.03639379033046,0.027926206588745117,5,10,0.2,0.5,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,247.90420088292996,0.02991938591003418,5,10,0.2,0.5,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,285.46289258737124,0.023935794830322266,5,10,0.2,0.5,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,297.723536810505,0.02892279624938965,5,10,0.2,0.5,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,348.6328917174961,0.02593207359313965,5,10,0.2,0.5,1,5
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,310.4534476168642,0.15259075164794922,5,10,0.2,0.5,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,248.40755238890148,0.08676695823669434,5,10,0.4,0.01,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,203.27862008130603,0.05684781074523926,5,10,0.4,0.01,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,310.45603542809454,0.0583498477935791,5,10,0.4,0.01,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,253.79012649377512,0.07080984115600586,5,10,0.4,0.01,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,177.64772823225096,0.04089093208312988,5,10,0.4,0.01,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,249.59792400349278,0.07280564308166504,5,10,0.4,0.01,1,5
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,200.0681073157649,0.406475305557251,5,10,0.4,0.01,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,239.62380017202682,0.039893388748168945,5,10,0.4,0.1,1,5
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,266.02796324664286,0.05684852600097656,5,10,0.4,0.1,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,296.1400732880409,0.0748286247253418,5,10,0.4,0.1,1,5
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,258.8974718641692,0.08180809020996094,5,10,0.4,0.1,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,282.0525746466301,0.06752371788024902,5,10,0.4,0.1,1,5
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,259.9455996734832,0.06732654571533203,5,10,0.4,0.1,1,5
